numero_de_cliente	clase_ternaria	prob
11675570	CONTINUA	0.00161370557071881
11675731	CONTINUA	0.000770098592108942
11677630	CONTINUA	0.0157852571035554
11678491	CONTINUA	0.000793860235893717
11678621	CONTINUA	0.000623263744970347
11679331	CONTINUA	0.00231521447496748
11680281	CONTINUA	0.00586984892391906
11682860	CONTINUA	0.000579052329379828
11683331	CONTINUA	0.00531906983543038
11685801	CONTINUA	0.000431360992679278
11687440	CONTINUA	0.000367940014458581
11687720	CONTINUA	0.000554450253508029
11688421	CONTINUA	0.00114729971933767
11689401	CONTINUA	0.0244208988375145
11690330	CONTINUA	0.00179804241740944
11690740	CONTINUA	0.00339944299632234
11691191	CONTINUA	0.0036937189930799
11691850	CONTINUA	0.000768526044949549
11695140	CONTINUA	0.0992890400687016
11695321	CONTINUA	0.00152609134065116
11697261	CONTINUA	0.00065798991021989
11697490	CONTINUA	0.0021683577898658
11698501	CONTINUA	0.000523802504148907
11698641	CONTINUA	0.00407343320058506
11700691	CONTINUA	0.000280161282272633
11700790	CONTINUA	0.00242005061922394
11701350	CONTINUA	0.000425679701256156
11701770	CONTINUA	0.0019146289222893
11702170	CONTINUA	0.000270860785160933
11702430	CONTINUA	0.000291758079398492
11702710	CONTINUA	0.00227882556364579
11703280	CONTINUA	0.0009222283514445
11704161	CONTINUA	0.000418888562722043
11704260	CONTINUA	0.006096682278981
11704650	CONTINUA	0.000986577825458014
11705610	CONTINUA	0.00702971942577631
11708130	CONTINUA	0.000297783467924607
11709131	CONTINUA	0.000576518337829419
11713251	CONTINUA	0.000484931013377357
11716360	CONTINUA	0.00272001889022301
11717880	CONTINUA	0.000274557023971646
11720520	CONTINUA	0.00579658207759638
11723611	CONTINUA	0.000615096812848347
11724141	CONTINUA	0.000406796042689548
11724520	CONTINUA	0.00348278411475592
11725200	CONTINUA	0.101089113577107
11725651	CONTINUA	0.00260523092169448
11729620	CONTINUA	0.00539684210798159
11731950	CONTINUA	0.000441946908983248
11732421	CONTINUA	0.000688974140855175
11734201	CONTINUA	0.00143752259949165
11738921	CONTINUA	0.000321459622773364
11739140	CONTINUA	0.000378091150463438
11740680	CONTINUA	0.000525336914666499
11742460	CONTINUA	0.00115825774246148
11744100	CONTINUA	0.000384709314515197
11745200	CONTINUA	0.000937184091289901
11746710	CONTINUA	0.00327686338700516
11746730	CONTINUA	0.00369076162542008
11747710	CONTINUA	0.000365232198411391
11748120	CONTINUA	0.0015706536600029
11748810	CONTINUA	0.000761451966487897
11749090	CONTINUA	0.00193135679966644
11750710	CONTINUA	0.00152549794665735
11753050	CONTINUA	0.00308135248882795
11753261	CONTINUA	0.012659682816582
11753910	CONTINUA	0.000452925902723658
11758720	CONTINUA	0.00122500334099153
11759960	CONTINUA	0.00258171476552799
11760001	CONTINUA	0.000449727459295366
11760370	CONTINUA	0.0178039945562028
11760780	CONTINUA	0.00161448435786552
11763160	CONTINUA	0.000672470792995114
11763191	CONTINUA	0.000330730837059745
11763301	CONTINUA	0.00287842430859386
11763540	CONTINUA	0.00460113729504694
11764540	CONTINUA	0.00233734839654245
11764971	CONTINUA	0.00205967594585268
11765330	CONTINUA	0.00098514879093994
11765340	CONTINUA	0.000589277604894805
11766751	CONTINUA	0.00195493863310731
11770150	CONTINUA	0.00184375265868935
11772500	CONTINUA	0.000749441872797204
11774481	CONTINUA	0.0525991523942994
11776961	CONTINUA	0.00039064961220151
11777661	CONTINUA	0.000582143533157239
11777951	CONTINUA	0.000975086744616353
11778631	CONTINUA	0.000786282393440937
11778761	CONTINUA	0.00177728296612244
11779270	CONTINUA	0.000626136811074427
11779810	CONTINUA	0.000529499462233117
11779820	CONTINUA	0.00245550696881175
11781360	CONTINUA	0.0016412086455725
11783010	CONTINUA	0.00183415312022249
11783150	CONTINUA	0.00147731248806329
11783410	CONTINUA	0.00069200474742791
11784561	CONTINUA	0.00156220613941939
11786491	CONTINUA	0.000691593233833743
11787140	CONTINUA	0.00280084194440262
11791581	CONTINUA	0.00384436526994972
11791601	CONTINUA	0.000561892930607904
11792120	CONTINUA	0.00163814432625993
11796240	CONTINUA	0.0156054569107443
11796660	CONTINUA	0.00194296732810556
11796800	CONTINUA	0.000722575571274039
11797200	CONTINUA	0.00152212760203224
11797600	CONTINUA	0.000482213047098237
11798331	CONTINUA	0.00182555293939343
11799690	CONTINUA	0.0232920341247102
11799940	CONTINUA	0.00997362879658863
11800250	CONTINUA	0.00254798182296
11803021	CONTINUA	0.00770079707536772
11803461	CONTINUA	0.11982322871281
11804131	CONTINUA	0.000381876798063078
11806990	CONTINUA	0.000669038956486564
11807871	CONTINUA	0.000266525860593963
11808110	CONTINUA	0.0116891485892263
11808561	CONTINUA	0.00837738037447862
11809921	CONTINUA	0.0102211415084611
11810460	CONTINUA	0.00239985667068369
11810471	CONTINUA	0.000489596383227993
11812131	CONTINUA	0.0567854078134324
11813501	CONTINUA	0.00151906640298049
11813740	CONTINUA	0.00094308517768965
11814221	CONTINUA	0.00252343625635487
11814850	CONTINUA	0.000339074096521036
11815150	CONTINUA	0.00449776768611227
11817641	CONTINUA	0.000428690911448588
11817661	CONTINUA	0.000573338647436451
11818221	CONTINUA	0.00191769917434362
11818280	CONTINUA	0.00735388399199826
11819171	CONTINUA	0.0210854213168125
11819851	CONTINUA	0.000760355653274656
11823130	CONTINUA	0.00260215862313608
11823820	CONTINUA	0.00408586985552619
11825210	CONTINUA	0.000238696805518703
11825791	CONTINUA	0.000500759441370347
11827140	CONTINUA	0.0475556426943388
11829801	CONTINUA	0.000954507154800055
11830211	CONTINUA	0.000713798953912427
11831940	CONTINUA	0.00195808910342833
11832070	CONTINUA	0.000326841456179185
11836770	CONTINUA	0.000446317036054772
11837590	CONTINUA	0.00265082726970746
11839680	CONTINUA	0.00029339334159499
11840920	CONTINUA	0.000544892334710132
11840961	CONTINUA	0.00418088359387766
11843021	CONTINUA	0.00127212084726117
11843700	CONTINUA	0.000751502782892977
11846280	CONTINUA	0.00121820454375334
11847140	CONTINUA	0.0040326737913835
11847950	CONTINUA	0.00521567331125566
11847991	CONTINUA	0.000382718658026285
11849630	CONTINUA	0.00252078765508092
11849921	CONTINUA	0.000337598874404479
11850850	CONTINUA	0.0792195849551611
11851110	CONTINUA	0.00106419395754332
11851550	CONTINUA	0.0011167734224423
11854590	CONTINUA	0.00336773102832241
11856821	CONTINUA	0.0144053517538346
11856971	CONTINUA	0.00281165305239542
11858970	CONTINUA	0.00032660006646534
11859000	CONTINUA	0.000672707342625786
11859041	CONTINUA	0.0120720870772829
11859380	CONTINUA	0.00945193263063078
11860070	CONTINUA	0.00855108616846267
11860421	CONTINUA	0.000473636298847655
11862570	CONTINUA	0.00207301035077757
11863861	CONTINUA	0.0075151934403044
11865070	CONTINUA	0.00165652469567815
11867800	CONTINUA	0.00125026337084128
11867991	CONTINUA	0.00982378953134829
11868131	CONTINUA	0.00130702290055692
11868360	CONTINUA	0.000642153889969134
11871930	CONTINUA	0.00184769950908633
11872780	CONTINUA	0.00182589886294314
11873330	CONTINUA	0.00308662086408385
11875810	CONTINUA	0.00100789589889548
11876421	CONTINUA	0.0015965678498216
11876900	CONTINUA	0.000356424587247562
11877221	CONTINUA	0.015083505819319
11879861	CONTINUA	0.00172746257345804
11880961	CONTINUA	0.00191492010465901
11881091	CONTINUA	0.0025744327273617
11881200	CONTINUA	0.0114364462338785
11881590	CONTINUA	0.00271051455963678
11881921	CONTINUA	0.0161649200419381
11882290	CONTINUA	0.00289698494797794
11882310	CONTINUA	0.00134434717349182
11882430	CONTINUA	0.00757986944971662
11882751	CONTINUA	0.00141747945142651
11883520	CONTINUA	0.00160548975496618
11884770	CONTINUA	0.000450750151896862
11884780	CONTINUA	0.00441679361856966
11884920	CONTINUA	0.000406262870392723
11886341	CONTINUA	0.0119383448486856
11886430	CONTINUA	0.0715414612124696
11887940	CONTINUA	0.000758772983409508
11888510	CONTINUA	0.000305251971615822
11888941	CONTINUA	0.000306185930662504
11890270	CONTINUA	0.00649434948284502
11891800	CONTINUA	0.00122106395835422
11893180	CONTINUA	0.00179326728684199
11893521	CONTINUA	0.000532138676269845
11893651	CONTINUA	0.000402584289401466
11897180	CONTINUA	0.00157055957916496
11897730	CONTINUA	0.00256722825626418
11900121	CONTINUA	0.0017056807390932
11903100	CONTINUA	0.000396754854483077
11905890	CONTINUA	0.0118535645412351
11905921	CONTINUA	0.00111939811809512
11906300	CONTINUA	0.00124975727685317
11906310	CONTINUA	0.0184691233890806
11907110	CONTINUA	0.00208539926074103
11907291	CONTINUA	0.0301262564437458
11908240	CONTINUA	0.00150690708957
11908401	CONTINUA	0.00146364344666007
