numero_de_cliente	clase_ternaria	prob
11675570	CONTINUA	0.000943307751394997
11675731	CONTINUA	0.000613408776643988
11677630	CONTINUA	0.0101632058089399
11678491	CONTINUA	0.000772853277222532
11678621	CONTINUA	0.00064773531665038
11679331	CONTINUA	0.0032472268790176
11680281	CONTINUA	0.00555088028530556
11682860	CONTINUA	0.000887137414761972
11683331	CONTINUA	0.00340861736849636
11685801	CONTINUA	0.000535209807231976
11687440	CONTINUA	0.000257558993204858
11687720	CONTINUA	0.000655505355546441
11688421	CONTINUA	0.00103399310061924
11689401	CONTINUA	0.0217559590425478
11690330	CONTINUA	0.000926400322643333
11690740	CONTINUA	0.00334696790382347
11691191	CONTINUA	0.00224891975276708
11691850	CONTINUA	0.00124070396506534
11695140	CONTINUA	0.0958036384128325
11695321	CONTINUA	0.00100280642981306
11697261	CONTINUA	0.00108619410570522
11697490	CONTINUA	0.0023236453223191
11698501	CONTINUA	0.000577852040085311
11698641	CONTINUA	0.0024548783922087
11700691	CONTINUA	0.000260025457578229
11700790	CONTINUA	0.00233265125973706
11701350	CONTINUA	0.000341948059846365
11701770	CONTINUA	0.00131350422083068
11702170	CONTINUA	0.000287125684672353
11702430	CONTINUA	0.000241068171058691
11702710	CONTINUA	0.00139975942634722
11703280	CONTINUA	0.000323977659136702
11704161	CONTINUA	0.000215065066962375
11704260	CONTINUA	0.00323867456966466
11704650	CONTINUA	0.00106308419427568
11705610	CONTINUA	0.00966151729956909
11708130	CONTINUA	0.000243076420528841
11709131	CONTINUA	0.000500770570116565
11713251	CONTINUA	0.000375935395420043
11716360	CONTINUA	0.00256919948505543
11717880	CONTINUA	0.000204334311670718
11720520	CONTINUA	0.00387121214169725
11723611	CONTINUA	0.000677030640325914
11724141	CONTINUA	0.000396213128645526
11724520	CONTINUA	0.00400785157454065
11725200	CONTINUA	0.0881709021596387
11725651	CONTINUA	0.00503620139989987
11729620	CONTINUA	0.00357662128121443
11731950	CONTINUA	0.000580177192073953
11732421	CONTINUA	0.000643713108805008
11734201	CONTINUA	0.00157719237871733
11738921	CONTINUA	0.000301049334595471
11739140	CONTINUA	0.000385268961869304
11740680	CONTINUA	0.000432633753247382
11742460	CONTINUA	0.00113013253752134
11744100	CONTINUA	0.000421013681323903
11745200	CONTINUA	0.000827026624110273
11746710	CONTINUA	0.00121980524747164
11746730	CONTINUA	0.00287171875289202
11747710	CONTINUA	0.000352929473846031
11748120	CONTINUA	0.00171280424271448
11748810	CONTINUA	0.000749654230422828
11749090	CONTINUA	0.00198639027460853
11750710	CONTINUA	0.00155494759984287
11753050	CONTINUA	0.00563190659778658
11753261	CONTINUA	0.00725820256334991
11753910	CONTINUA	0.000409102048548472
11758720	CONTINUA	0.00124835487817741
11759960	CONTINUA	0.00238609489511094
11760001	CONTINUA	0.000430452025567899
11760370	CONTINUA	0.0213199106611702
11760780	CONTINUA	0.00145680652248308
11763160	CONTINUA	0.000605603932541431
11763191	CONTINUA	0.000463492380796707
11763301	CONTINUA	0.00166723174575417
11763540	CONTINUA	0.0035288627454927
11764540	CONTINUA	0.00194605564389489
11764971	CONTINUA	0.00287853637392574
11765330	CONTINUA	0.000731071920858431
11765340	CONTINUA	0.000612486371652274
11766751	CONTINUA	0.00252863921841331
11770150	CONTINUA	0.00190083872488086
11772500	CONTINUA	0.000727147840593376
11774481	CONTINUA	0.0459717844291207
11776961	CONTINUA	0.000324011251564123
11777661	CONTINUA	0.000696041685686837
11777951	CONTINUA	0.000794307095952736
11778631	CONTINUA	0.000634798679739326
11778761	CONTINUA	0.00160128144035584
11779270	CONTINUA	0.001565833456836
11779810	CONTINUA	0.000464255038467899
11779820	CONTINUA	0.00307046239898914
11781360	CONTINUA	0.00176624630773602
11783010	CONTINUA	0.00232545541125789
11783150	CONTINUA	0.00104368118472586
11783410	CONTINUA	0.000269026952185328
11784561	CONTINUA	0.000728197631858495
11786491	CONTINUA	0.000415069000470721
11787140	CONTINUA	0.0030753264153325
11791581	CONTINUA	0.00307438111754828
11791601	CONTINUA	0.000442930029130435
11792120	CONTINUA	0.00132647437055175
11796240	CONTINUA	0.00779674232290434
11796660	CONTINUA	0.00159195560017117
11796800	CONTINUA	0.000840256328762549
11797200	CONTINUA	0.00116820221901729
11797600	CONTINUA	0.000458789128676152
11798331	CONTINUA	0.00225342055481584
11799690	CONTINUA	0.0232376283040856
11799940	CONTINUA	0.013129870409907
11800250	CONTINUA	0.00250666290153433
11803021	CONTINUA	0.00987679337068365
11803461	CONTINUA	0.0730797631933278
11804131	CONTINUA	0.000190868081230111
11806990	CONTINUA	0.000626768347375466
11807871	CONTINUA	0.000219676230922603
11808110	CONTINUA	0.0144061746192937
11808561	CONTINUA	0.00826709604200362
11809921	CONTINUA	0.0111668364668519
11810460	CONTINUA	0.000819729222761467
11810471	CONTINUA	0.000488533134086343
11812131	CONTINUA	0.0565561410246303
11813501	CONTINUA	0.00122509524424379
11813740	CONTINUA	0.000764086618565278
11814221	CONTINUA	0.0016908204761315
11814850	CONTINUA	0.000357696704332953
11815150	CONTINUA	0.00282227820499936
11817641	CONTINUA	0.000362458435992424
11817661	CONTINUA	0.000768795204765431
11818221	CONTINUA	0.0019026083828034
11818280	CONTINUA	0.0103017848387577
11819171	CONTINUA	0.0155797601316464
11819851	CONTINUA	0.000620594320326611
11823130	CONTINUA	0.00210799371573616
11823820	CONTINUA	0.00543132214142862
11825210	CONTINUA	0.000321006980101435
11825791	CONTINUA	0.000290621498171588
11827140	CONTINUA	0.0603955670444054
11829801	CONTINUA	0.00216474557242394
11830211	CONTINUA	0.000790181201159048
11831940	CONTINUA	0.00147139978096646
11832070	CONTINUA	0.000374062994599542
11836770	CONTINUA	0.000594537189894432
11837590	CONTINUA	0.00320487276645131
11839680	CONTINUA	0.000414230409307659
11840920	CONTINUA	0.000614864926347351
11840961	CONTINUA	0.0030768064276141
11843021	CONTINUA	0.000957757293955859
11843700	CONTINUA	0.000279405742710695
11846280	CONTINUA	0.000878899668145957
11847140	CONTINUA	0.00541915183282641
11847950	CONTINUA	0.0058488676701127
11847991	CONTINUA	0.000505874911318126
11849630	CONTINUA	0.00383465574800375
11849921	CONTINUA	0.000350123765214342
11850850	CONTINUA	0.0148062356232058
11851110	CONTINUA	0.00248781249561102
11851550	CONTINUA	0.00116445055535306
11854590	CONTINUA	0.00392464818123586
11856821	CONTINUA	0.0164154146594671
11856971	CONTINUA	0.00278365253627764
11858970	CONTINUA	0.000344114298509297
11859000	CONTINUA	0.000536847979043899
11859041	CONTINUA	0.00748525770004621
11859380	CONTINUA	0.0142396729632113
11860070	CONTINUA	0.00652556162864537
11860421	CONTINUA	0.000563154259779726
11862570	CONTINUA	0.00165525410086116
11863861	CONTINUA	0.00582081998846501
11865070	CONTINUA	0.00127292069159599
11867800	CONTINUA	0.000975380606150706
11867991	CONTINUA	0.00900665037248307
11868131	CONTINUA	0.000797779633301969
11868360	CONTINUA	0.000670376043105323
11871930	CONTINUA	0.00304839045039422
11872780	CONTINUA	0.00192223128584789
11873330	CONTINUA	0.00165151957873918
11875810	CONTINUA	0.000941444748250362
11876421	CONTINUA	0.00176746260199665
11876900	CONTINUA	0.000451523675799043
11877221	CONTINUA	0.0152115375319991
11879861	CONTINUA	0.00309503858404518
11880961	CONTINUA	0.00158330513100837
11881091	CONTINUA	0.00191723123994621
11881200	CONTINUA	0.012154236185579
11881590	CONTINUA	0.00115498291325138
11881921	CONTINUA	0.0180499285778405
11882290	CONTINUA	0.002427161481726
11882310	CONTINUA	0.00143184832147731
11882430	CONTINUA	0.00554808500026748
11882751	CONTINUA	0.00190875747618153
11883520	CONTINUA	0.000917867375279256
11884770	CONTINUA	0.000378637397328714
11884780	CONTINUA	0.00198176368718336
11884920	CONTINUA	0.000448577415429881
11886341	CONTINUA	0.0123262897686696
11886430	CONTINUA	0.0573803204530144
