numero_de_cliente	clase_ternaria	prob	ganancia	gan_acum	gan_suavizada
40338971	CONTINUA	0.911624103066427	-0.025	-0.025	
22991101	CONTINUA	0.879820596695254	-0.025	-0.05	
58710420	CONTINUA	0.876154854818275	-0.025	-0.075	
15318191	CONTINUA	0.87463672328355	-0.025	-0.1	
42829120	BAJA+1	0.863861260343016	-0.025	-0.125	
45110500	CONTINUA	0.861832030755217	-0.025	-0.15	
27013600	CONTINUA	0.848099811530874	-0.025	-0.175	
71360630	CONTINUA	0.847703054487823	-0.025	-0.2	
52076901	CONTINUA	0.837093008970803	-0.025	-0.225	
29690021	CONTINUA	0.836469808575477	-0.025	-0.25	
37819151	CONTINUA	0.828768402160759	-0.025	-0.275	
34297341	CONTINUA	0.824155306641526	-0.025	-0.3	
50527780	CONTINUA	0.823206758792484	-0.025	-0.325	
47506271	CONTINUA	0.818438525948758	-0.025	-0.35	
38335440	CONTINUA	0.815577838447419	-0.025	-0.375	
29338460	CONTINUA	0.813343558793206	-0.025	-0.4	
49338560	BAJA+1	0.811790001224693	-0.025	-0.425	
30066770	CONTINUA	0.810915331776866	-0.025	-0.45	
54668140	CONTINUA	0.806398699692436	-0.025	-0.475	
56899880	CONTINUA	0.805478415711354	-0.025	-0.5	
53830190	CONTINUA	0.80397816054394	-0.025	-0.525	
28477160	BAJA+1	0.802049470746057	-0.025	-0.55	
40756110	CONTINUA	0.800423892787877	-0.025	-0.575	
12624051	CONTINUA	0.800211923065435	-0.025	-0.6	
62287220	CONTINUA	0.799245954946082	-0.025	-0.625	
22336380	CONTINUA	0.797344923756813	-0.025	-0.65	
56716470	CONTINUA	0.796717992111401	-0.025	-0.675	
28227991	BAJA+1	0.794673520448292	-0.025	-0.7	
20513550	BAJA+2	0.791501374573245	0.975	0.275	
23877201	CONTINUA	0.790568637993412	-0.025	0.25	
70176400	CONTINUA	0.789131080853329	-0.025	0.225	
22888491	CONTINUA	0.787678566247152	-0.025	0.2	
51766690	BAJA+1	0.785455804151916	-0.025	0.175	
54610271	CONTINUA	0.783601528531424	-0.025	0.15	
32164071	CONTINUA	0.777020864041152	-0.025	0.125	
21893291	CONTINUA	0.776806949275894	-0.025	0.1	
49267841	BAJA+2	0.773521633286549	0.975	1.075	
28208630	CONTINUA	0.772844050773805	-0.025	1.05	
40163421	CONTINUA	0.769656315466716	-0.025	1.025	
13214710	CONTINUA	0.769550647412384	-0.025	1	
42587401	CONTINUA	0.759181052572474	-0.025	0.975	
31644681	BAJA+1	0.757899557532035	-0.025	0.95	
29808320	BAJA+1	0.757878338196271	-0.025	0.925	
57957830	CONTINUA	0.749742199499493	-0.025	0.9	
47193420	CONTINUA	0.749277824564867	-0.025	0.875	
56482980	CONTINUA	0.746970994916533	-0.025	0.85	
62330110	CONTINUA	0.744945837953062	-0.025	0.825	
33658261	CONTINUA	0.740313417633487	-0.025	0.8	
68143260	CONTINUA	0.737583438200021	-0.025	0.775	
40138991	BAJA+2	0.737117050002891	0.975	1.75	
43812761	CONTINUA	0.736767723532608	-0.025	1.725	
63265661	CONTINUA	0.729383202144111	-0.025	1.7	
62098590	CONTINUA	0.727219162112059	-0.025	1.675	
51841491	CONTINUA	0.725729920838997	-0.025	1.65	
38711000	CONTINUA	0.725652188873104	-0.025	1.625	
29086750	CONTINUA	0.723799065262937	-0.025	1.6	
16547011	CONTINUA	0.722670706926156	-0.025	1.575	
44772050	CONTINUA	0.717437037807442	-0.025	1.55	
53079261	CONTINUA	0.715206263942768	-0.025	1.525	
58247450	CONTINUA	0.715017953342714	-0.025	1.5	
48743620	CONTINUA	0.714933995077192	-0.025	1.475	
61662470	CONTINUA	0.712710848077272	-0.025	1.45	
35756221	CONTINUA	0.707289731938757	-0.025	1.425	
50832990	BAJA+2	0.707100008088451	0.975	2.4	
65005991	CONTINUA	0.706703362125568	-0.025	2.375	
62532491	CONTINUA	0.704387803760531	-0.025	2.35	
71427711	BAJA+2	0.704351150133518	0.975	3.325	
38087360	CONTINUA	0.702938635952934	-0.025	3.3	
68531911	CONTINUA	0.70117352916537	-0.025	3.275	
58753190	CONTINUA	0.700742359559198	-0.025	3.25	
30501220	CONTINUA	0.699759378984895	-0.025	3.225	
28619210	CONTINUA	0.699183282222039	-0.025	3.2	
34960800	CONTINUA	0.699060460019171	-0.025	3.175	
53992370	BAJA+2	0.698201632139865	0.975	4.15	
14161040	CONTINUA	0.696234690172908	-0.025	4.125	
38470620	CONTINUA	0.695938840446301	-0.025	4.1	
37037171	CONTINUA	0.693568744408068	-0.025	4.075	
28817670	BAJA+1	0.692128790603126	-0.025	4.05	
12862200	CONTINUA	0.685708560573495	-0.025	4.025	
45353640	CONTINUA	0.685230085909383	-0.025	4	
28141770	BAJA+1	0.683125217218727	-0.025	3.975	
62912980	CONTINUA	0.682956333461409	-0.025	3.95	
56349330	CONTINUA	0.681381977926547	-0.025	3.925	
31177301	BAJA+1	0.681353137781319	-0.025	3.9	
48260060	BAJA+1	0.679424814980245	-0.025	3.875	
46656390	BAJA+2	0.67867883689084	0.975	4.85	
41865120	CONTINUA	0.677164006647669	-0.025	4.825	
