numero_de_cliente	clase_ternaria	prob	ganancia	gan_acum	gan_suavizada
27013600	CONTINUA	0.881739566231275	-0.025	-0.025	
34297341	CONTINUA	0.870810269724158	-0.025	-0.05	
49267841	BAJA+2	0.869006455675964	0.975	0.925	
61662470	CONTINUA	0.866879250041554	-0.025	0.9	
29291461	CONTINUA	0.8630816870982	-0.025	0.875	
28817670	BAJA+1	0.862741556594291	-0.025	0.85	
28477160	BAJA+1	0.862247659331522	-0.025	0.825	
56899880	CONTINUA	0.860869083805761	-0.025	0.8	
31644681	BAJA+1	0.857831727537218	-0.025	0.775	
50527780	CONTINUA	0.855100854608652	-0.025	0.75	
56349330	CONTINUA	0.852666940855713	-0.025	0.725	
48743620	CONTINUA	0.849554764017125	-0.025	0.7	
23617931	CONTINUA	0.843197200230804	-0.025	0.675	
54487371	CONTINUA	0.84210093318542	-0.025	0.65	
21357771	CONTINUA	0.840530252548016	-0.025	0.625	
47193420	CONTINUA	0.83969228287118	-0.025	0.6	
68416071	CONTINUA	0.839489242493908	-0.025	0.575	
40138991	BAJA+2	0.8392896641847	0.975	1.55	
56418430	CONTINUA	0.838084568657145	-0.025	1.525	
12624051	CONTINUA	0.83515056825678	-0.025	1.5	
22991101	CONTINUA	0.831642463599119	-0.025	1.475	
48653260	CONTINUA	0.830944304577757	-0.025	1.45	
52076901	CONTINUA	0.830630858559489	-0.025	1.425	
29086750	CONTINUA	0.830619044221858	-0.025	1.4	
13214710	CONTINUA	0.828290889149848	-0.025	1.375	
43812761	CONTINUA	0.826682745912752	-0.025	1.35	
30501220	CONTINUA	0.82450185807207	-0.025	1.325	
68143260	CONTINUA	0.823677047416383	-0.025	1.3	
51841491	CONTINUA	0.821150170745826	-0.025	1.275	
70176400	CONTINUA	0.820869104799951	-0.025	1.25	
20513550	BAJA+2	0.820670823916458	0.975	2.225	
38470620	CONTINUA	0.820154371322254	-0.025	2.2	
49540241	BAJA+2	0.819820162259686	0.975	3.175	
16042900	CONTINUA	0.819439708481434	-0.025	3.15	
29690021	CONTINUA	0.819089721979197	-0.025	3.125	
62330110	CONTINUA	0.818920877281318	-0.025	3.1	
41865120	CONTINUA	0.813871675009461	-0.025	3.075	
57244410	CONTINUA	0.813678359908612	-0.025	3.05	
33624741	CONTINUA	0.813152098744822	-0.025	3.025	
47506271	CONTINUA	0.813068870527934	-0.025	3	
45353640	CONTINUA	0.81300494911348	-0.025	2.975	
53079261	CONTINUA	0.810807973594622	-0.025	2.95	
29141930	CONTINUA	0.810522850010522	-0.025	2.925	
21893291	CONTINUA	0.809175790443562	-0.025	2.9	
62912980	CONTINUA	0.808547429793318	-0.025	2.875	
71360630	CONTINUA	0.807107163762951	-0.025	2.85	
57610331	CONTINUA	0.806480400956866	-0.025	2.825	
28141770	BAJA+1	0.804509595619877	-0.025	2.8	
12003650	CONTINUA	0.802089255076865	-0.025	2.775	
32757340	CONTINUA	0.801817967120936	-0.025	2.75	
14161040	CONTINUA	0.800592548661864	-0.025	2.725	
42587401	CONTINUA	0.798551651268776	-0.025	2.7	
37819151	CONTINUA	0.795783614261599	-0.025	2.675	
16029171	CONTINUA	0.792768896625954	-0.025	2.65	
62098590	CONTINUA	0.790699444710642	-0.025	2.625	
54610271	CONTINUA	0.786242698443604	-0.025	2.6	
12862200	CONTINUA	0.78557297511957	-0.025	2.575	
44772050	CONTINUA	0.784478988780127	-0.025	2.55	
52860750	BAJA+2	0.783406860540206	0.975	3.525	
24234961	CONTINUA	0.782753435991746	-0.025	3.5	
28208630	CONTINUA	0.78052632850308	-0.025	3.475	
58498201	CONTINUA	0.77945691118506	-0.025	3.45	
56482980	CONTINUA	0.775888135286215	-0.025	3.425	
23605590	CONTINUA	0.775822337270856	-0.025	3.4	
56716470	CONTINUA	0.775199789475154	-0.025	3.375	
16547011	CONTINUA	0.772322409735811	-0.025	3.35	
68531911	CONTINUA	0.763952588105854	-0.025	3.325	
31822881	CONTINUA	0.761430694707797	-0.025	3.3	
43248270	CONTINUA	0.759827977167659	-0.025	3.275	
38711000	CONTINUA	0.758071017347265	-0.025	3.25	
30066770	CONTINUA	0.756858403441609	-0.025	3.225	
58710420	CONTINUA	0.756092902778669	-0.025	3.2	
20340630	BAJA+2	0.755528594339669	0.975	4.175	
40412061	CONTINUA	0.753142497769202	-0.025	4.15	
48260060	BAJA+1	0.751881040118379	-0.025	4.125	
33658261	CONTINUA	0.746911574985629	-0.025	4.1	
33035260	CONTINUA	0.742866639312491	-0.025	4.075	
28793830	CONTINUA	0.73555122597089	-0.025	4.05	
38087360	CONTINUA	0.734475949202893	-0.025	4.025	
54355610	BAJA+1	0.732698970094869	-0.025	4	
28619210	CONTINUA	0.730512698988823	-0.025	3.975	
58189161	BAJA+2	0.729927079445055	0.975	4.95	
36035221	CONTINUA	0.728765239206716	-0.025	4.925	
71427711	BAJA+2	0.725579936108019	0.975	5.9	
34960800	CONTINUA	0.721190987935556	-0.025	5.875	
15938421	CONTINUA	0.720090417697226	-0.025	5.85	
28227991	BAJA+1	0.715394859319749	-0.025	5.825	
63200950	CONTINUA	0.712759198207407	-0.025	5.8	
43213920	CONTINUA	0.710886771123801	-0.025	5.775	
22442891	CONTINUA	0.708245414159613	-0.025	5.75	
42832420	CONTINUA	0.706137357311253	-0.025	5.725	
25640240	BAJA+1	0.706126998911227	-0.025	5.7	
40338971	CONTINUA	0.704475334265172	-0.025	5.675	
28185040	CONTINUA	0.703537699474831	-0.025	5.65	
62287220	CONTINUA	0.702848947337862	-0.025	5.625	
68363630	CONTINUA	0.700316224703833	-0.025	5.6	
44757460	CONTINUA	0.69842919660861	-0.025	5.575	
14228941	CONTINUA	0.6978149894242	-0.025	5.55	
22336380	CONTINUA	0.696462825410023	-0.025	5.525	
27680450	BAJA+2	0.696252938510432	0.975	6.5	
46656390	BAJA+2	0.695955629428679	0.975	7.475	
38335440	CONTINUA	0.695882300855383	-0.025	7.45	
40580420	BAJA+2	0.69581244242723	0.975	8.425	
68510401	CONTINUA	0.693750005336205	-0.025	8.4	
51766690	BAJA+1	0.690298558068229	-0.025	8.375	
29338460	CONTINUA	0.689853083679843	-0.025	8.35	
57559780	BAJA+1	0.68861230852217	-0.025	8.325	
61195500	CONTINUA	0.687561745185443	-0.025	8.3	
26293171	CONTINUA	0.686944207883512	-0.025	8.275	
45110500	CONTINUA	0.686560944507524	-0.025	8.25	
16069851	BAJA+2	0.686093232191976	0.975	9.225	
56758691	CONTINUA	0.685761059381565	-0.025	9.2	
68402571	BAJA+1	0.684026139541318	-0.025	9.175	
40756110	CONTINUA	0.68235827779028	-0.025	9.15	
50832990	BAJA+2	0.681871602606735	0.975	10.125	
68416880	CONTINUA	0.681824656740464	-0.025	10.1	
63265661	CONTINUA	0.679835093628697	-0.025	10.075	
31151610	CONTINUA	0.677582355971882	-0.025	10.05	
49338560	BAJA+1	0.677263501007453	-0.025	10.025	
68884100	CONTINUA	0.676866808901778	-0.025	10	
28818240	CONTINUA	0.676185095146095	-0.025	9.975	
27795351	CONTINUA	0.675325705247412	-0.025	9.95	
68157911	CONTINUA	0.673870869491411	-0.025	9.925	
36835941	CONTINUA	0.672980106590465	-0.025	9.9	
15318191	CONTINUA	0.667913222196282	-0.025	9.875	
29788610	BAJA+2	0.665914298694865	0.975	10.85	
44677190	CONTINUA	0.664521515333079	-0.025	10.825	
31781921	CONTINUA	0.660001772810768	-0.025	10.8	
43237510	BAJA+1	0.657824352232444	-0.025	10.775	
34965070	CONTINUA	0.657434078615819	-0.025	10.75	
31378470	BAJA+1	0.656589234437049	-0.025	10.725	
23877201	CONTINUA	0.655799815167372	-0.025	10.7	
20522100	CONTINUA	0.653275840229716	-0.025	10.675	
47265030	BAJA+1	0.652387988347605	-0.025	10.65	
29808320	BAJA+1	0.651387033683864	-0.025	10.625	
42829120	BAJA+1	0.650838846323892	-0.025	10.6	
61157010	CONTINUA	0.650094892710916	-0.025	10.575	
65005991	CONTINUA	0.647647333045477	-0.025	10.55	
57148841	CONTINUA	0.647384831928199	-0.025	10.525	
31146220	CONTINUA	0.647352259828118	-0.025	10.5	
14094341	BAJA+2	0.646997092963155	0.975	11.475	
52638440	BAJA+1	0.644054227375495	-0.025	11.45	
55138211	CONTINUA	0.642280803241408	-0.025	11.425	
41858531	BAJA+1	0.641848628636492	-0.025	11.4	
57341900	BAJA+2	0.641546798347172	0.975	12.375	
43972990	CONTINUA	0.64067292255415	-0.025	12.35	
32164071	CONTINUA	0.639887543963635	-0.025	12.325	
21949571	CONTINUA	0.639026866268244	-0.025	12.3	
54139950	CONTINUA	0.638743263842778	-0.025	12.275	
12804021	CONTINUA	0.636202418215101	-0.025	12.25	
45500820	CONTINUA	0.635942254708781	-0.025	12.225	
54668140	CONTINUA	0.635093470366952	-0.025	12.2	
53175261	CONTINUA	0.631525094703938	-0.025	12.175	
57835780	CONTINUA	0.631039500640462	-0.025	12.15	
61499040	CONTINUA	0.626058506701981	-0.025	12.125	
45168300	BAJA+2	0.623634825729061	0.975	13.1	
33358110	BAJA+1	0.62323415822022	-0.025	13.075	
13011400	CONTINUA	0.623122233487132	-0.025	13.05	
69628331	BAJA+1	0.622186041624267	-0.025	13.025	
61192251	CONTINUA	0.621452398019483	-0.025	13	
15055840	CONTINUA	0.620492941031852	-0.025	12.975	
29040871	CONTINUA	0.620249772535837	-0.025	12.95	
29079741	BAJA+2	0.616935777474449	0.975	13.925	
13425160	BAJA+2	0.616355095206785	0.975	14.9	
45275050	CONTINUA	0.611145477760911	-0.025	14.875	
71621030	CONTINUA	0.611046151189501	-0.025	14.85	
36829120	CONTINUA	0.608183245080362	-0.025	14.825	
41151281	CONTINUA	0.604361547585278	-0.025	14.8	
14254030	CONTINUA	0.603859919552987	-0.025	14.775	
13190710	BAJA+1	0.601737140894144	-0.025	14.75	
39946840	CONTINUA	0.601659777877666	-0.025	14.725	
39004180	CONTINUA	0.601588363509273	-0.025	14.7	
28068530	CONTINUA	0.597402130234051	-0.025	14.675	
33285881	CONTINUA	0.595083072465269	-0.025	14.65	
28439541	CONTINUA	0.593913107079087	-0.025	14.625	
68465140	BAJA+2	0.59028042479739	0.975	15.6	
12306841	CONTINUA	0.588471674464763	-0.025	15.575	
68380081	CONTINUA	0.588166985532115	-0.025	15.55	
57681201	CONTINUA	0.586187889713397	-0.025	15.525	
40163421	CONTINUA	0.585132513063628	-0.025	15.5	
48914890	BAJA+2	0.583630823817545	0.975	16.475	
29893020	CONTINUA	0.583306668817074	-0.025	16.45	
39608270	CONTINUA	0.582563493811587	-0.025	16.425	
62532491	CONTINUA	0.58240941093067	-0.025	16.4	
34376170	CONTINUA	0.581922065075045	-0.025	16.375	
62661311	CONTINUA	0.581413439568539	-0.025	16.35	
48648751	CONTINUA	0.581190028676121	-0.025	16.325	
20352101	BAJA+1	0.574510905563379	-0.025	16.3	
29484370	CONTINUA	0.574363528982175	-0.025	16.275	
30736521	BAJA+1	0.572776889072589	-0.025	16.25	
55278850	CONTINUA	0.571189869553867	-0.025	16.225	
57957830	CONTINUA	0.571018644130684	-0.025	16.2	
27282970	CONTINUA	0.568897016690232	-0.025	16.175	
26631460	BAJA+2	0.565777512611972	0.975	17.15	
51609210	CONTINUA	0.565357883773978	-0.025	17.125	
31544390	BAJA+2	0.563792718468901	0.975	18.1	
22720791	BAJA+1	0.558446245841842	-0.025	18.075	
56938240	BAJA+2	0.556891269245531	0.975	19.05	
67214530	CONTINUA	0.554048074938914	-0.025	19.025	
31654061	BAJA+1	0.551544585764961	-0.025	19	19.6975
22888491	CONTINUA	0.551144178107475	-0.025	18.975	19.8025
53148901	CONTINUA	0.550452356431752	-0.025	18.95	19.9075
39243231	BAJA+1	0.545507038739745	-0.025	18.925	20.01
35107861	BAJA+2	0.545455186210403	0.975	19.9	20.1125
12276580	BAJA+1	0.544515329586924	-0.025	19.875	20.215
54552140	CONTINUA	0.539419988794148	-0.025	19.85	20.3175
32183500	CONTINUA	0.537279116100802	-0.025	19.825	20.42
27980451	BAJA+2	0.533016508805888	0.975	20.8	20.5225
38755130	CONTINUA	0.532485777237912	-0.025	20.775	20.625
41772201	CONTINUA	0.531610110565938	-0.025	20.75	20.7275
45987151	BAJA+2	0.530962009115036	0.975	21.725	20.83
58512681	CONTINUA	0.529487148921853	-0.025	21.7	20.9325
63034511	CONTINUA	0.527102567616917	-0.025	21.675	21.035
27105050	CONTINUA	0.523978918671803	-0.025	21.65	21.1375
40480351	CONTINUA	0.523753767155538	-0.025	21.625	21.24
27888260	BAJA+1	0.516461233802626	-0.025	21.6	21.345
40653360	CONTINUA	0.515815240689822	-0.025	21.575	21.45
58426901	BAJA+2	0.514295227998341	0.975	22.55	21.5525
56863330	BAJA+1	0.512022243473435	-0.025	22.525	21.655
44436640	CONTINUA	0.511402916871693	-0.025	22.5	21.7575
48868430	CONTINUA	0.510988644292542	-0.025	22.475	21.86
37621200	BAJA+2	0.509367715763249	0.975	23.45	21.9625
58244010	CONTINUA	0.507121065672271	-0.025	23.425	22.065
58753190	CONTINUA	0.506157407704528	-0.025	23.4	22.17
24732370	CONTINUA	0.504749417072786	-0.025	23.375	22.275
60931400	CONTINUA	0.504101522997278	-0.025	23.35	22.38
47433830	CONTINUA	0.503294992622449	-0.025	23.325	22.4875
54367490	BAJA+2	0.502597275522164	0.975	24.3	22.595
53332830	CONTINUA	0.499586578881238	-0.025	24.275	22.705
20581950	CONTINUA	0.499209816876494	-0.025	24.25	22.8175
46542101	CONTINUA	0.488007202996359	-0.025	24.225	22.9275
17522211	BAJA+1	0.486581966179465	-0.025	24.2	23.0375
67899260	BAJA+2	0.48652667914434	0.975	25.175	23.1475
39966201	BAJA+1	0.485726673899741	-0.025	25.15	23.2575
62336770	BAJA+1	0.485084086685513	-0.025	25.125	23.37
46365291	CONTINUA	0.484430871159681	-0.025	25.1	23.4825
32360751	CONTINUA	0.482892665090142	-0.025	25.075	23.595
27866750	CONTINUA	0.481236442158588	-0.025	25.05	23.7075
15782100	CONTINUA	0.479251606731413	-0.025	25.025	23.82
58247450	CONTINUA	0.478868935424001	-0.025	25	23.9325
32632400	BAJA+2	0.47325331550253	0.975	25.975	24.045
39694460	BAJA+1	0.471839816642853	-0.025	25.95	24.1575
27765090	CONTINUA	0.471147481630664	-0.025	25.925	24.27
26582391	CONTINUA	0.46826055356299	-0.025	25.9	24.3825
27626210	CONTINUA	0.468201830671097	-0.025	25.875	24.495
38391580	BAJA+1	0.464537641507519	-0.025	25.85	24.6075
31185510	BAJA+1	0.463289740805789	-0.025	25.825	24.72
53992370	BAJA+2	0.463000614081694	0.975	26.8	24.8325
29278700	CONTINUA	0.462531602590805	-0.025	26.775	24.9475
53830190	CONTINUA	0.457448940540522	-0.025	26.75	25.065
62385040	CONTINUA	0.456685068416867	-0.025	26.725	25.1825
54170021	CONTINUA	0.455050093457984	-0.025	26.7	25.3
32951971	BAJA+1	0.453262130076379	-0.025	26.675	25.4175
31177301	BAJA+1	0.451223382381894	-0.025	26.65	25.535
27046020	CONTINUA	0.448515922069981	-0.025	26.625	25.6525
58719141	CONTINUA	0.445644148511991	-0.025	26.6	25.7725
47702080	BAJA+2	0.436643596552117	0.975	27.575	25.8925
44445941	CONTINUA	0.436406092384158	-0.025	27.55	26.0125
37037171	CONTINUA	0.436011340581973	-0.025	27.525	26.13
37323830	BAJA+1	0.433859333596302	-0.025	27.5	26.2475
41513300	BAJA+1	0.43375855714166	-0.025	27.475	26.365
49944280	BAJA+1	0.433410296997335	-0.025	27.45	26.4825
15077220	CONTINUA	0.431891308357969	-0.025	27.425	26.6
63553741	BAJA+1	0.430526166111622	-0.025	27.4	26.72
33901521	BAJA+1	0.429979293999155	-0.025	27.375	26.84
61741530	BAJA+1	0.427764625430698	-0.025	27.35	26.96
61234660	CONTINUA	0.426442805556384	-0.025	27.325	27.08
53622330	CONTINUA	0.425308017260439	-0.025	27.3	27.2
61869230	BAJA+2	0.424816709267278	0.975	28.275	27.3225
58644200	BAJA+1	0.421217067090788	-0.025	28.25	27.445
43097900	CONTINUA	0.411545882259546	-0.025	28.225	27.5675
57125821	BAJA+2	0.409111067594864	0.975	29.2	27.69
24801440	CONTINUA	0.407649596381011	-0.025	29.175	27.8125
57492001	CONTINUA	0.406590547547001	-0.025	29.15	27.935
30663670	BAJA+1	0.405183045291812	-0.025	29.125	28.0575
49624310	CONTINUA	0.404149172550471	-0.025	29.1	28.18
