numero_de_cliente	clase_ternaria	prob	ganancia	gan_acum	gan_suavizada
42829120	BAJA+1	0.932394305297864	-0.025	-0.025	
27013600	CONTINUA	0.886805680282454	-0.025	-0.05	
34297341	CONTINUA	0.883611715022118	-0.025	-0.075	
28817670	BAJA+1	0.856091976779977	-0.025	-0.1	
56899880	CONTINUA	0.840222543399033	-0.025	-0.125	
61662470	CONTINUA	0.839831092924786	-0.025	-0.15	
49267841	BAJA+2	0.835166119408636	0.975	0.825	
48743620	CONTINUA	0.83026953996004	-0.025	0.8	
22991101	CONTINUA	0.828500286089227	-0.025	0.775	
30501220	CONTINUA	0.827189833329743	-0.025	0.75	
40138991	BAJA+2	0.825033045270081	0.975	1.725	
29893020	CONTINUA	0.82288843817718	-0.025	1.7	
43812761	CONTINUA	0.82080228778135	-0.025	1.675	
47193420	CONTINUA	0.819808906071045	-0.025	1.65	
48653260	CONTINUA	0.817734273287179	-0.025	1.625	
42587401	CONTINUA	0.816717075004686	-0.025	1.6	
50527780	CONTINUA	0.815896807432234	-0.025	1.575	
56418430	CONTINUA	0.8148663847487	-0.025	1.55	
52076901	CONTINUA	0.812304842010034	-0.025	1.525	
29291461	CONTINUA	0.811229623746339	-0.025	1.5	
63553741	BAJA+1	0.809055425655701	-0.025	1.475	
22442891	CONTINUA	0.808300333492972	-0.025	1.45	
31644681	BAJA+1	0.808208230478359	-0.025	1.425	
16547011	CONTINUA	0.804457316338734	-0.025	1.4	
62330110	CONTINUA	0.803804844809906	-0.025	1.375	
68143260	CONTINUA	0.802207881238418	-0.025	1.35	
29086750	CONTINUA	0.80125952420497	-0.025	1.325	
21893291	CONTINUA	0.800065460191787	-0.025	1.3	
30066770	CONTINUA	0.799946713917974	-0.025	1.275	
56349330	CONTINUA	0.799774448399246	-0.025	1.25	
23617931	CONTINUA	0.79911491704932	-0.025	1.225	
20340630	BAJA+2	0.798316235603873	0.975	2.2	
28619210	CONTINUA	0.797744959441719	-0.025	2.175	
14161040	CONTINUA	0.794897028364531	-0.025	2.15	
33285881	CONTINUA	0.793592693746337	-0.025	2.125	
58498201	CONTINUA	0.786325732479645	-0.025	2.1	
62098590	CONTINUA	0.785685605355745	-0.025	2.075	
12624051	CONTINUA	0.785361287379775	-0.025	2.05	
57835780	CONTINUA	0.784938413671922	-0.025	2.025	
56482980	CONTINUA	0.784411339611478	-0.025	2	
57244410	CONTINUA	0.784237118006268	-0.025	1.975	
40480351	CONTINUA	0.780009392620935	-0.025	1.95	
28185040	CONTINUA	0.777092012015672	-0.025	1.925	
58719141	CONTINUA	0.776086275146242	-0.025	1.9	
13214710	CONTINUA	0.773852620858789	-0.025	1.875	
29141930	CONTINUA	0.770166237435776	-0.025	1.85	
53079261	CONTINUA	0.768439232085132	-0.025	1.825	
28208630	CONTINUA	0.767829133350931	-0.025	1.8	
57559780	BAJA+1	0.766893076153623	-0.025	1.775	
39946840	CONTINUA	0.764087732815775	-0.025	1.75	
40338971	CONTINUA	0.763446456083432	-0.025	1.725	
45168300	BAJA+2	0.76074145825518	0.975	2.7	
23605590	CONTINUA	0.759782935453388	-0.025	2.675	
