numero_de_cliente	clase_ternaria	prob	ganancia	gan_acum	gan_suavizada
27013600	CONTINUA	0.90394932042288	-0.025	-0.025	
20513550	BAJA+2	0.889952383464803	0.975	0.95	
68143260	CONTINUA	0.868960441960206	-0.025	0.925	
49267841	BAJA+2	0.868016282989656	0.975	1.9	
47193420	CONTINUA	0.85973239201698	-0.025	1.875	
56899880	CONTINUA	0.859371190462248	-0.025	1.85	
38470620	CONTINUA	0.848228519849082	-0.025	1.825	
44772050	CONTINUA	0.846687327469756	-0.025	1.8	
68531911	CONTINUA	0.842999164439824	-0.025	1.775	
30066770	CONTINUA	0.83926742189853	-0.025	1.75	
56418430	CONTINUA	0.839119327117192	-0.025	1.725	
21357771	CONTINUA	0.836268772332691	-0.025	1.7	
28619210	CONTINUA	0.835366789823064	-0.025	1.675	
33624741	CONTINUA	0.829986554672283	-0.025	1.65	
62098590	CONTINUA	0.825876095277035	-0.025	1.625	
41865120	CONTINUA	0.825421662606452	-0.025	1.6	
34297341	CONTINUA	0.819372219062082	-0.025	1.575	
54610271	CONTINUA	0.815967787309028	-0.025	1.55	
22991101	CONTINUA	0.812145457063466	-0.025	1.525	
26293171	CONTINUA	0.810555077832468	-0.025	1.5	
50832990	BAJA+2	0.797599127169736	0.975	2.475	
42587401	CONTINUA	0.788537242380898	-0.025	2.45	
29690021	CONTINUA	0.778361201588688	-0.025	2.425	
33658261	CONTINUA	0.775031980713275	-0.025	2.4	
43237510	BAJA+1	0.765195673311202	-0.025	2.375	
28817670	BAJA+1	0.764390118163442	-0.025	2.35	
13214710	CONTINUA	0.756582553060667	-0.025	2.325	
38711000	CONTINUA	0.755786304275668	-0.025	2.3	
47702080	BAJA+2	0.755757913653122	0.975	3.275	
30501220	CONTINUA	0.754395785454807	-0.025	3.25	
40138991	BAJA+2	0.753767314700717	0.975	4.225	
22442891	CONTINUA	0.750955950379032	-0.025	4.2	
57835780	CONTINUA	0.748896262540721	-0.025	4.175	
31644681	BAJA+1	0.747435709149393	-0.025	4.15	
31146220	CONTINUA	0.746016240193528	-0.025	4.125	
57957830	CONTINUA	0.743677956159648	-0.025	4.1	
52076901	CONTINUA	0.741957832259698	-0.025	4.075	
56716470	CONTINUA	0.740252132594223	-0.025	4.05	
53079261	CONTINUA	0.738812682311353	-0.025	4.025	
39946840	CONTINUA	0.738253503850775	-0.025	4	
58710420	CONTINUA	0.737673889628141	-0.025	3.975	
62330110	CONTINUA	0.737519553492339	-0.025	3.95	
43812761	CONTINUA	0.736359142784726	-0.025	3.925	
56482980	CONTINUA	0.734852635516958	-0.025	3.9	
56349330	CONTINUA	0.734359597231942	-0.025	3.875	
63200950	CONTINUA	0.732880981439512	-0.025	3.85	
61499040	CONTINUA	0.732025525181296	-0.025	3.825	
29086750	CONTINUA	0.731671486211854	-0.025	3.8	
50527780	CONTINUA	0.729976153237971	-0.025	3.775	
48743620	CONTINUA	0.725927092073102	-0.025	3.75	
29788610	BAJA+2	0.725656990786782	0.975	4.725	
68402571	BAJA+1	0.721472071093811	-0.025	4.7	
39966201	BAJA+1	0.720610959839918	-0.025	4.675	
40580420	BAJA+2	0.720494827560931	0.975	5.65	
51841491	CONTINUA	0.719125323452388	-0.025	5.625	
21893291	CONTINUA	0.718720656920046	-0.025	5.6	
14228941	CONTINUA	0.716417825738863	-0.025	5.575	
56938240	BAJA+2	0.714619438363972	0.975	6.55	
62385040	CONTINUA	0.71450207048651	-0.025	6.525	
22888491	CONTINUA	0.714092025127553	-0.025	6.5	
16547011	CONTINUA	0.714044467356443	-0.025	6.475	
40338971	CONTINUA	0.713428329744861	-0.025	6.45	
14094341	BAJA+2	0.712707856337692	0.975	7.425	
52860750	BAJA+2	0.711019580784603	0.975	8.4	
40412061	CONTINUA	0.710707124070347	-0.025	8.375	
12862200	CONTINUA	0.708542436471418	-0.025	8.35	
48653260	CONTINUA	0.707035114460789	-0.025	8.325	
27680450	BAJA+2	0.706278833577897	0.975	9.3	
48868430	CONTINUA	0.705845818727114	-0.025	9.275	
57244410	CONTINUA	0.704379007102722	-0.025	9.25	
61157010	CONTINUA	0.704215657426548	-0.025	9.225	
12624051	CONTINUA	0.704134679493127	-0.025	9.2	
38335440	CONTINUA	0.702220980110468	-0.025	9.175	
56863330	BAJA+1	0.702097567479118	-0.025	9.15	
68416071	CONTINUA	0.701237976488566	-0.025	9.125	
28141770	BAJA+1	0.699728651137348	-0.025	9.1	
28818240	CONTINUA	0.698483049389016	-0.025	9.075	
12003650	CONTINUA	0.697984386463504	-0.025	9.05	
33358110	BAJA+1	0.697836528533266	-0.025	9.025	
14161040	CONTINUA	0.693752884723925	-0.025	9	
36620921	CONTINUA	0.693174002452391	-0.025	8.975	
36035221	CONTINUA	0.692612515242821	-0.025	8.95	
33035260	CONTINUA	0.691846453875579	-0.025	8.925	
68363630	CONTINUA	0.691671573617319	-0.025	8.9	
67214530	CONTINUA	0.691417783118594	-0.025	8.875	
49540241	BAJA+2	0.689781559986831	0.975	9.85	
41772201	CONTINUA	0.689687090105232	-0.025	9.825	
54170021	CONTINUA	0.689494194993621	-0.025	9.8	
12804021	CONTINUA	0.68864210181849	-0.025	9.775	
61195500	CONTINUA	0.68850860537764	-0.025	9.75	
23617931	CONTINUA	0.687461270427634	-0.025	9.725	
15938421	CONTINUA	0.687447074647267	-0.025	9.7	
57148841	CONTINUA	0.685515581460953	-0.025	9.675	
31781921	CONTINUA	0.685503264687021	-0.025	9.65	
48260060	BAJA+1	0.685044223866263	-0.025	9.625	
54355610	BAJA+1	0.683515719027214	-0.025	9.6	
70176400	CONTINUA	0.676626933900958	-0.025	9.575	
47265030	BAJA+1	0.674301872741177	-0.025	9.55	
27765090	CONTINUA	0.672326295860219	-0.025	9.525	
62338021	CONTINUA	0.672102248429188	-0.025	9.5	
37819151	CONTINUA	0.668407889556352	-0.025	9.475	
31822881	CONTINUA	0.666799502287949	-0.025	9.45	
13190710	BAJA+1	0.665801931487023	-0.025	9.425	
54552140	CONTINUA	0.665503758067354	-0.025	9.4	
23605590	CONTINUA	0.664954407468011	-0.025	9.375	
16029171	CONTINUA	0.662323819559186	-0.025	9.35	
36835941	CONTINUA	0.661912109428744	-0.025	9.325	
58498201	CONTINUA	0.661469426865734	-0.025	9.3	
55167390	CONTINUA	0.658010276578035	-0.025	9.275	
62287220	CONTINUA	0.654371914403043	-0.025	9.25	
29291461	CONTINUA	0.653230212076367	-0.025	9.225	
31378470	BAJA+1	0.652037275989463	-0.025	9.2	
60429920	BAJA+2	0.650663605539082	0.975	10.175	
29141930	CONTINUA	0.648974497054494	-0.025	10.15	
69628331	BAJA+1	0.646980312571539	-0.025	10.125	
44757460	CONTINUA	0.644868616189781	-0.025	10.1	
45110500	CONTINUA	0.644864170173366	-0.025	10.075	
20581950	CONTINUA	0.643119998993486	-0.025	10.05	
62912980	CONTINUA	0.642462466399914	-0.025	10.025	
24732370	CONTINUA	0.641890718876254	-0.025	10	
28185040	CONTINUA	0.639351868790251	-0.025	9.975	
61741530	BAJA+1	0.63758872291227	-0.025	9.95	
28477160	BAJA+1	0.637165816570024	-0.025	9.925	
39694460	BAJA+1	0.635112610196393	-0.025	9.9	
28208630	CONTINUA	0.633964716945297	-0.025	9.875	
42829120	BAJA+1	0.633668258978132	-0.025	9.85	
58426901	BAJA+2	0.630415488874185	0.975	10.825	
46542101	CONTINUA	0.629777952004046	-0.025	10.8	
34080250	CONTINUA	0.629637467470984	-0.025	10.775	
68884100	CONTINUA	0.628537196758073	-0.025	10.75	
16042900	CONTINUA	0.626805794477995	-0.025	10.725	
58189161	BAJA+2	0.625332926834079	0.975	11.7	
45168300	BAJA+2	0.624842331909804	0.975	12.675	
31654061	BAJA+1	0.62467772536487	-0.025	12.65	
37323830	BAJA+1	0.623686341527527	-0.025	12.625	
45353640	CONTINUA	0.623388813809165	-0.025	12.6	
54487371	CONTINUA	0.622159020442218	-0.025	12.575	
28227991	BAJA+1	0.621231066132848	-0.025	12.55	
55138211	CONTINUA	0.616871575084941	-0.025	12.525	
29808320	BAJA+1	0.61650278381867	-0.025	12.5	
62336770	BAJA+1	0.615999024149156	-0.025	12.475	
40653360	CONTINUA	0.614963353189984	-0.025	12.45	
13425160	BAJA+2	0.614064518956384	0.975	13.425	
36577211	CONTINUA	0.612723721729869	-0.025	13.4	
20522100	CONTINUA	0.612061922065318	-0.025	13.375	
68510401	CONTINUA	0.611132021326195	-0.025	13.35	
68465140	BAJA+2	0.610641731462555	0.975	14.325	
22720791	BAJA+1	0.609888239106985	-0.025	14.3	
41513300	BAJA+1	0.608632002403631	-0.025	14.275	
12306841	CONTINUA	0.606808517659156	-0.025	14.25	
22336380	CONTINUA	0.601066685033183	-0.025	14.225	
61662470	CONTINUA	0.599844880830148	-0.025	14.2	
43097900	CONTINUA	0.598627291451579	-0.025	14.175	
47433830	CONTINUA	0.596903984917908	-0.025	14.15	
28793830	CONTINUA	0.592743532104341	-0.025	14.125	
38755130	CONTINUA	0.592341338580151	-0.025	14.1	
63553741	BAJA+1	0.589376118638888	-0.025	14.075	
47506271	CONTINUA	0.588828792748656	-0.025	14.05	
29278700	CONTINUA	0.582540980682798	-0.025	14.025	
27795351	CONTINUA	0.581860943102583	-0.025	14	
15077220	CONTINUA	0.581749145591366	-0.025	13.975	
32183500	CONTINUA	0.577212213376394	-0.025	13.95	
24801440	CONTINUA	0.576288789518922	-0.025	13.925	
57341900	BAJA+2	0.575574325038502	0.975	14.9	
23877201	CONTINUA	0.57006959365074	-0.025	14.875	
62968270	CONTINUA	0.568897147105513	-0.025	14.85	
16069851	BAJA+2	0.562386958373473	0.975	15.825	
58247450	CONTINUA	0.560945379443056	-0.025	15.8	
32164071	CONTINUA	0.56038356755798	-0.025	15.775	
29484370	CONTINUA	0.560233934108216	-0.025	15.75	
39004180	CONTINUA	0.558670739752516	-0.025	15.725	
40480351	CONTINUA	0.554660848205168	-0.025	15.7	
49609680	CONTINUA	0.552014674475906	-0.025	15.675	
13011400	CONTINUA	0.550159260467159	-0.025	15.65	
58753190	CONTINUA	0.550132085793368	-0.025	15.625	
24234961	CONTINUA	0.545544843435535	-0.025	15.6	
37037171	CONTINUA	0.544684784717621	-0.025	15.575	
71360630	CONTINUA	0.54464742523463	-0.025	15.55	
63265661	CONTINUA	0.530323363417034	-0.025	15.525	
53830190	CONTINUA	0.530093785411884	-0.025	15.5	
57901700	BAJA+2	0.527983666059654	0.975	16.475	
27980451	BAJA+2	0.521120664133799	0.975	17.45	
41512600	BAJA+2	0.520256299492005	0.975	18.425	
58644200	BAJA+1	0.515601966475236	-0.025	18.4	
57610331	CONTINUA	0.513489069830275	-0.025	18.375	
42832420	CONTINUA	0.508001966230827	-0.025	18.35	
27866750	CONTINUA	0.50581792217158	-0.025	18.325	
63034511	CONTINUA	0.504994078559391	-0.025	18.3	
41858531	BAJA+1	0.503846007187088	-0.025	18.275	
20352101	BAJA+1	0.501529721463478	-0.025	18.25	
39499081	BAJA+1	0.500704908718121	-0.025	18.225	
40756110	CONTINUA	0.49988214713921	-0.025	18.2	
31544390	BAJA+2	0.498655378808359	0.975	19.175	
