numero_de_cliente	clase_ternaria	prob
11675570	CONTINUA	0.00093211967771657
11675731	CONTINUA	0.000901172667340673
11677630	CONTINUA	0.00948122772433044
11678491	CONTINUA	0.000850515838298084
11678621	CONTINUA	0.000629541442640377
11679331	CONTINUA	0.00129064580622998
11680281	CONTINUA	0.00392231536278596
11682860	CONTINUA	0.000714437075979602
11683331	CONTINUA	0.00487340049895741
11685801	CONTINUA	0.000554904791639785
11687440	CONTINUA	0.000620441358012037
11687720	CONTINUA	0.000798336740407489
11688421	CONTINUA	0.00120200668868587
11689401	CONTINUA	0.0256570545198919
11690330	CONTINUA	0.00118091866236788
11690740	CONTINUA	0.00578432413538048
11691191	CONTINUA	0.0019323275504238
11691850	CONTINUA	0.000943241079082682
11695140	CONTINUA	0.118386916376175
11695321	CONTINUA	0.00145788763475847
11697261	CONTINUA	0.000724106211069128
11697490	CONTINUA	0.00284498824268654
11698501	CONTINUA	0.000622688699287431
11698641	CONTINUA	0.00192400680560584
11700691	CONTINUA	0.000347009265344237
11700790	CONTINUA	0.00216071636200324
11701350	CONTINUA	0.000472238830640537
11701770	CONTINUA	0.00187994677879058
11702170	CONTINUA	0.000424852279575527
11702430	CONTINUA	0.000365162165099569
11702710	CONTINUA	0.00100909670749002
11703280	CONTINUA	0.000560139564008716
11704161	CONTINUA	0.000357812629662482
11704260	CONTINUA	0.00215950807271781
11704650	CONTINUA	0.000770243393644536
11705610	CONTINUA	0.00703305359367986
11708130	CONTINUA	0.000391995790640067
11709131	CONTINUA	0.00065499304665429
11713251	CONTINUA	0.000489674259246302
11716360	CONTINUA	0.00308325907017711
11717880	CONTINUA	0.000452857225669801
11720520	CONTINUA	0.00631302234232419
11723611	CONTINUA	0.000656402944162917
11724141	CONTINUA	0.000637232822884736
11724520	CONTINUA	0.00241597517451239
11725200	CONTINUA	0.0780786809814673
11725651	CONTINUA	0.00216498133806352
11729620	CONTINUA	0.00435028173505921
11731950	CONTINUA	0.000580159431548957
11732421	CONTINUA	0.000965499246768242
11734201	CONTINUA	0.00141424573500245
11738921	CONTINUA	0.000339106274654441
11739140	CONTINUA	0.000466667598841556
11740680	CONTINUA	0.000609471941302276
11742460	CONTINUA	0.00159429040264267
11744100	CONTINUA	0.000679581660480646
11745200	CONTINUA	0.00175618179017182
11746710	CONTINUA	0.00209795075677493
11746730	CONTINUA	0.00352358133450218
11747710	CONTINUA	0.000522954777400534
11748120	CONTINUA	0.00205036684923159
11748810	CONTINUA	0.0007737930062536
11749090	CONTINUA	0.00191462260540895
11750710	CONTINUA	0.0021331160620744
11753050	CONTINUA	0.00471158775317548
11753261	CONTINUA	0.0132778549222309
11753910	CONTINUA	0.00101581395842182
11758720	CONTINUA	0.00154824507145889
11759960	CONTINUA	0.00185434325487711
11760001	CONTINUA	0.000617226309612195
11760370	CONTINUA	0.0138767613201934
11760780	CONTINUA	0.00351934334410468
11763160	CONTINUA	0.000918401446453623
11763191	CONTINUA	0.000427554036691447
11763301	CONTINUA	0.00609167352667301
11763540	CONTINUA	0.00852149184975345
11764540	CONTINUA	0.00336855029252698
11764971	CONTINUA	0.00169232718106954
11765330	CONTINUA	0.00109258472941838
11765340	CONTINUA	0.000546743070767404
11766751	CONTINUA	0.00252033124677397
11770150	CONTINUA	0.00114207301238989
11772500	CONTINUA	0.000912389482243307
11774481	CONTINUA	0.0259279372919772
11776961	CONTINUA	0.000588418113771427
11777661	CONTINUA	0.000949097897503932
11777951	CONTINUA	0.00123602861090585
11778631	CONTINUA	0.000634450292880082
11778761	CONTINUA	0.00173249026084607
11779270	CONTINUA	0.000831268404893212
11779810	CONTINUA	0.000649835030769156
11779820	CONTINUA	0.00282977193259937
11781360	CONTINUA	0.00164344894528284
11783010	CONTINUA	0.00282989484789291
11783150	CONTINUA	0.00168517498393991
11783410	CONTINUA	0.000683148246529397
11784561	CONTINUA	0.00193524782986369
11786491	CONTINUA	0.000528560415489229
11787140	CONTINUA	0.00311369034963
11791581	CONTINUA	0.00504109967127077
11791601	CONTINUA	0.00071283732009356
11792120	CONTINUA	0.00183605401612785
11796240	CONTINUA	0.00888102214393897
11796660	CONTINUA	0.00166468288154121
11796800	CONTINUA	0.00101347622754032
11797200	CONTINUA	0.00130500586387285
11797600	CONTINUA	0.000751071142567557
11798331	CONTINUA	0.00174060921413266
11799690	CONTINUA	0.0203143050029976
11799940	CONTINUA	0.00922611292144375
11800250	CONTINUA	0.00179894168906807
11803021	CONTINUA	0.00683235696731933
11803461	CONTINUA	0.0489370845459553
11804131	CONTINUA	0.000305814793882728
11806990	CONTINUA	0.000535591624392954
11807871	CONTINUA	0.000385630700476502
11808110	CONTINUA	0.0193829175854181
11808561	CONTINUA	0.00649568009579641
11809921	CONTINUA	0.00783349768913564
11810460	CONTINUA	0.0013735901982048
11810471	CONTINUA	0.000488961142022096
11812131	CONTINUA	0.0608945918463255
11813501	CONTINUA	0.00146063524554616
