numero_de_cliente	clase_ternaria	prob
11675570	CONTINUA	0.00108449986323647
11675731	CONTINUA	0.0007043458466348
11677630	CONTINUA	0.013577965873913
11678491	CONTINUA	0.000475950926953464
11678621	CONTINUA	0.000494834880844406
11679331	CONTINUA	0.00151797541275596
11680281	CONTINUA	0.00439255313586093
11682860	CONTINUA	0.000449959594321925
11683331	CONTINUA	0.00365930708524166
11685801	CONTINUA	0.000437589214596198
11687440	CONTINUA	0.00125086354367958
11687720	CONTINUA	0.000724518083147018
11688421	CONTINUA	0.000865199476539585
11689401	CONTINUA	0.0220710809230698
11690330	CONTINUA	0.00122691084943527
11690740	CONTINUA	0.00454113362567741
11691191	CONTINUA	0.00384066276276012
11691850	CONTINUA	0.000775619195549387
11695140	CONTINUA	0.123688389258376
11695321	CONTINUA	0.00110706541860931
11697261	CONTINUA	0.000692638982803986
11697490	CONTINUA	0.00214545605315109
11698501	CONTINUA	0.000780176724240882
11698641	CONTINUA	0.00158172880711339
11700691	CONTINUA	0.000264452689225197
11700790	CONTINUA	0.00195163041277362
11701350	CONTINUA	0.000339112432293739
11701770	CONTINUA	0.00122698152027407
11702170	CONTINUA	0.000190166900701946
11702430	CONTINUA	0.00036584209139341
11702710	CONTINUA	0.00117445159418581
11703280	CONTINUA	0.000436795562511375
11704161	CONTINUA	0.000186019098180645
11704260	CONTINUA	0.00340271724914399
11704650	CONTINUA	0.000791044452118026
11705610	CONTINUA	0.00668877999357024
11708130	CONTINUA	0.000220740030510811
11709131	CONTINUA	0.000473461594584751
11713251	CONTINUA	0.00051188800089462
11716360	CONTINUA	0.0017222242068525
11717880	CONTINUA	0.000178745068603911
11720520	CONTINUA	0.00744715767169912
11723611	CONTINUA	0.000678956291884729
11724141	CONTINUA	0.000378408947799831
11724520	CONTINUA	0.0012086758951611
11725200	CONTINUA	0.0872055130693253
11725651	CONTINUA	0.00127381436664281
11729620	CONTINUA	0.00695770743752191
11731950	CONTINUA	0.000589096409780402
11732421	CONTINUA	0.000964717862787002
11734201	CONTINUA	0.00332544055696555
